cation,anion_family,compound_name,formula,base_formula,hydration,hydration_formula,phase_at_25C,state_description,molar_mass_g_per_mol,DfH0_kJ_per_mol,DfH_298K_kJ_per_mol,DfG_298K_kJ_per_mol,H_H0_298K_kJ_per_mol,S_298K_J_per_molK,Cp_298K_J_per_molK,Cp_mass_J_per_kgK_298K,Tm_C,Tm_K,Tb_C,Tb_K,Td_C,Hfus_kJ_per_mol,Hvap_kJ_per_mol,Hsub_kJ_per_mol,density_g_per_cm3,thermal_conductivity_W_per_mK,viscosity_mPa_s,hardness_Mohs,stability_range_C_min,stability_range_C_max,decomposition_products,Cp_equation_type,Cp_coeff_a,Cp_coeff_b,Cp_coeff_c,Cp_temp_range_K_min,Cp_temp_range_K_max,pressure_kPa,source_thermodynamic,source_physical_properties,source_transition_temps,data_quality,CAS,notes,CID_pubchem,color,odor,solubility,stability,toxicity_hazard,Tm_C_pubchem,Tb_C_pubchem,Td_C_pubchem,density_pubchem,flash_point_C,vapor_pressure_mmHg
Li,fluoride,,LiBF4,LiBF4,anhydrous,,solid,,93.7456,,-1843.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,14283-07-9,,4298216.0,,,,,,,,,,,
Li,oxide,,LiAlO2,LiAlO2,anhydrous,,solid,,65.9213,-1185.461,-1193.32,-1131.3,9.694,53.346,67.78,1028.19574249901,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,LiAl5O8,LiAl5O8,anhydrous,,solid,,269.8437,-4546.226,-4579.4,-4328.6,29.07,149.79,224.18,830.777224000412,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,fluoride,,Li3AlF6,Li3AlF6,anhydrous,,solid,,161.7949,,-3367.7,-3207.8,,187.86,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,chloride,,LiAlCl4,LiAlCl4,anhydrous,,solid,,175.7345,,-1124.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,LiAlSiO4,LiAlSiO4,anhydrous,,solid,"eucryptite, low-temp. form",126.0061,,-2124.2,-2010.3,,103.8,113.4,899.9564306807368,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,LiAlSi2O6,LiAlSi2O6,anhydrous,,solid,"α, spodumene",186.0909,,-3054.7,-2881.46,,129.29,159.0,854.4211457948777,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,LiAlSi2O6,LiAlSi2O6,anhydrous,,solid,"β, spodumene",186.0909,,-3026.7,-2860.88,,154.39,162.8,874.8412738075855,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,Li2Al2Si8O20,Li2Al2Si8O20,anhydrous,,solid,petalite,612.521,-9717.63,-9772.2,-9220.0,76.437,464.4,490.4,800.6256112035343,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,Li0.5Fe2.5O4,Li0.5Fe2.5O4,anhydrous,,solid,,207.0856,,,,21.69,122.17,144.06,695.654357425142,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,LiFeO2,LiFeO2,anhydrous,,solid,,94.7868,,-750.2,-694.5,,75.31,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,Li0.05Zn0.9Fe2.05O4,Li0.05Zn0.9Fe2.05O4,anhydrous,,solid,annealed,237.664,,,,22.861,150.79,139.7,587.8046317490238,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,Li0.055Zn0.9Fe2.05O4,Li0.055Zn0.9Fe2.05O4,anhydrous,,solid,quenched,237.664,,,,23.623,151.71,142.51,599.6280463174902,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,Li2CrO4,Li2CrO4,anhydrous,,solid,,129.8756,,-1388.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,Li2TiO3,Li2TiO3,anhydrous,,solid,,109.7802,-1660.128,-1670.7,-1579.8,16.539,91.76,111.04,1011.475657723342,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,Li2ZrO3,Li2ZrO3,anhydrous,,solid,,153.1002,,-1760.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,Li4ZrO4,Li4ZrO4,anhydrous,,solid,,182.9816,,-2372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,Li8ZrO6,Li8ZrO6,anhydrous,,solid,,242.7444,,-3577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaO2,NaO2,anhydrous,,solid,,54.9886,-263.42,-260.2,-218.4,18.28,115.9,72.13,1311.7264305692452,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,Sodium oxide,Na2O,Na2O,anhydrous,,solid,,61.979,-409.4,-414.22,-375.46,12.401,75.06,69.12,1115.216444279514,1132.0,1405.15,,,,47.7,,,2.27,,,,,,,,,,,,,101.325,NBS Tables,,,A,1313-59-3,,,,,,,,,,,,,
Na,oxide,,Na2O2,Na2O2,anhydrous,,solid,,77.9784,-505.01,-510.87,-447.7,15.69,95.0,89.24,1144.4194802663303,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na3O,Na3O,anhydrous,,solid,,84.9688,,-424.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,fluoride,Sodium fluoride,NaF,NaF,anhydrous,,solid,,41.9882,-571.292,-573.647,-543.494,8.498,51.46,46.86,1116.0278363921293,993.0,1266.15,1704.0,1977.15,,33.4,,,2.558,,,,,,,,,,,,,101.325,NBS Tables,,,A,7681-49-4,,,,,,,,,,,,,
Na,fluoride,,NaHF2,NaHF2,anhydrous,,solid,,61.9946,-914.71,-920.27,-852.15,13.949,90.92,75.02,1210.10539627645,1999.0,2272.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1333-83-1,,219061.0,"COLORLESS, OR WHITE CRYSTALLINE POWDER, RHOMBOHEDRAL",,SOL IN COLD & HOT WATER,,,1999.0,,,,,
Na,fluoride,,NaH2F3,NaH2F3,anhydrous,,solid,,82.001,,-1235.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,Sodium chloride,NaCl,NaCl,anhydrous,,solid,,58.4428,-410.735,-411.153,-384.138,10.611,72.13,50.5,864.0927539406052,801.0,1074.15,1465.0,1738.15,,28.16,170.0,,2.165,,,,,,,,,,,,,101.325,NBS Tables,,,A,7647-14-5,,,,,,,,,,,,,
Na,oxide,,NaClO2,NaClO2,anhydrous,,solid,,90.4416,,-307.02,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaClO3,NaClO3,anhydrous,,solid,,106.441,,-365.774,-262.259,,123.4,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaClO4,NaClO4,anhydrous,,solid,,122.4404,,-383.3,-254.85,,142.3,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaBrO3,NaBrO3,anhydrous,,solid,,150.897,,-334.09,-242.62,,128.9,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,fluoride,,NaBrF4,NaBrF4,anhydrous,,solid,,178.8924,,-928.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaIO3,NaIO3,anhydrous,,solid,,197.8924,,-481.788,,,,92.0,464.89910678732485,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaIO4,NaIO4,anhydrous,,solid,,213.8918,,-429.28,-323.02,,163.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,fluoride,,NaIO2F2,NaIO2F2,anhydrous,,solid,,219.8898,,-847.26,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,,NaICl2,NaICl2,anhydrous,,solid,,220.8002,,-402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,,NaICl4,NaICl4,anhydrous,,solid,,291.7062,,-469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfide,Sodium sulfide,Na2S,Na2S,anhydrous,,solid,,78.0436,,-364.8,-349.8,,83.7,,,1180.0,1453.15,1999.0,2272.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,14804.0,"CLEAR CRYSTALS; YELLOW OR BRICK-RED LUMPS OR FLAKES; CUBIC CRYSTALS OR GRANULES; AMORPHOUS, YELLOW-PINK OR WHITE CRYSTALS; Yellow or brick-red lumps or flakes or deliquescent crystals.; White to pink, crystalline solid.",,Slightly soluble in alcohol; insoluble in ether.; Solubility in water (g/100 g water): 8.1 (-9.0 °C); 12.4 (0 °C); 18.6 (20 °C); 29.0 (40 °C); 35.7 (48 °C); 39.0 (50 °C).,UNSTABLE,,1180.0,1999.0,,,,
Na,sulfide,,Na2S2,Na2S2,anhydrous,,solid,,110.1076,,-397.1,-378.7,,105.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,22868-13-9,,89870.0,,,,,,,,,,,
Na,sulfide,,Na2S3,Na2S3,anhydrous,,solid,,142.1716,,-410.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfide,,Na2S4,Na2S4,anhydrous,,solid,,174.2356,,-411.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,12034-39-8,,82835.0,,,,,,,,,,,
Na,sulfide,,Na2S5,Na2S5,anhydrous,,solid,,206.2996,,-411.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfite,Sodium sulfite,Na2SO3,Na2SO3,anhydrous,,solid,,126.0418,-1092.9,-1100.8,-1012.5,22.43,145.94,120.25,954.0485775353892,,,,,600.0,,,,2.633,,,,,,,,,,,,,101.325,NBS Tables,,,A,7757-83-7,,,,,,,,,,,,,
Na,sulfate,Sodium sulfate,Na2SO4,Na2SO4,anhydrous,,solid,"c, V, orthorhombic G-H-S constraint has been relaxed; see Introduction.",142.0412,-1375.653,-1387.08,-1270.16,23.225,149.58,128.2,902.555033328358,884.0,1157.15,1429.0,1702.15,,23.85,250.0,,2.664,,,,,,,,,,,,,101.325,NBS Tables,,,A,7757-82-6,,,,,,,,,,,,,
Na,sulfate,Sodium sulfate,Na2SO4,Na2SO4,anhydrous,,solid,"c, III, metastable",142.0412,,,,23.531,154.934,129.29,910.2288631749096,884.0,1157.15,1429.0,1702.15,,23.85,250.0,,2.664,,,,,,,,,,,,,101.325,NBS Tables,,,A,7757-82-6,,,,,,,,,,,,,
Na,oxide,,Na2S2O3,Na2S2O3,anhydrous,,solid,,158.1058,,-1123.0,-1028.0,,155.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2S2O4,Na2S2O4,anhydrous,,solid,,174.1052,,-1232.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2S2O5,Na2S2O5,anhydrous,,solid,,190.1046,,-1478.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2S2O6,Na2S2O6,anhydrous,,solid,,206.104,,-1699.04,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,pyrosulfate,Sodium pyrosulfate,Na2S2O7,Na2S2O7,anhydrous,,solid,,222.1034,,-1925.1,-1722.0,,202.1,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfide,,NaHS,NaHS,anhydrous,,solid,,56.0618,,-237.23,,,,,,2.0,275.15,100.0,373.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,16721-80-5,,28015.0,Rhombohedric-cubic crystals. White to colorless.; Colorless rhombohedral crystals.,,"SOL IN WATER, ALCOHOL, ETHER; In water, 50 g/100 cu cm water at 22 °C.; Solubility in water, g/100ml at 20Â °C: 50-60 (good)",READILY HYDROLYZED IN MOIST AIR TO SODIUM HYDROXIDE & SODIUM SULFIDE,,2.0,100.0,,,,
Na,sulfate,,NaHSO4,NaHSO4,anhydrous,,solid,,120.0594,,-1125.5,-992.8,,113.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfite,,NaSO3F,NaSO3F,anhydrous,,solid,,122.0504,,-1122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,nitride,,NaN3,NaN3,anhydrous,,solid,,65.0099,26.426,21.71,93.81,14.736,96.86,76.61,1178.4358997629593,275.0,548.15,1998.0,2271.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,26628-22-8,,33557.0,"Colorless hexagonal crystals; Colorless to white, crystalline solid [Note: Forms hydrazoic acid (HN3) in water]",,"50 to 100 mg/mL at 72 °F (NTP, 1992); In water, 41.0 g/100 mL at 17 °C; Highly soluble in water. Rapidly converted to hydrazoic acid ... Solubility in water: 40.16% at 10 °C; 41.7% at 17 °C; Slightly soluble in ethanol, insoluble in ethyl ether; Slightly soluble in alcohol; insoluble in ether; soluble in liquid ammonia; Solubility in water, g/100ml at 17Â °C: 41.7 (good); (63 °F): 42%",Stable under recommended storage conditions.; Heat and shock sensitive.; ... Stable in water in the absence of light ... .,,275.0,1998.0,,,,
Na,oxide,Sodium nitrite,NaNO2,NaNO2,anhydrous,,solid,,68.9953,,-358.65,-284.55,,103.8,,,271.0,544.15,320.0,593.15,,,,,2.168,,,,,,,,,,,,,101.325,NBS Tables,,,A,7632-00-0,,,,,,,,,,,,,
Na,oxide,Sodium nitrate,NaNO3,NaNO3,anhydrous,,solid,,84.9947,-461.278,-467.85,-367.0,17.217,116.52,92.88,1092.7740200271312,308.0,581.15,380.0,653.15,,15.5,,,2.261,,,,,,,,,,,,,101.325,NBS Tables,,,A,7631-99-4,,,,,,,,,,,,,
Na,oxide,,Na2N2O3,Na2N2O3,anhydrous,,solid,,121.9912,,-556.64,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaNO2·NaOH,NaNO2·NaOH,anhydrous,,solid,,108.9925,,-790.82,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaNO3·NaOH,NaNO3·NaOH,anhydrous,,solid,,124.9919,,-898.35,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaNO3·2NaOH,NaNO3·2NaOH,anhydrous,,solid,,164.9891,,-1326.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,phosphate,Sodium phosphate,Na3PO4,Na3PO4,anhydrous,,solid,,163.9408,-1902.84,-1917.4,-1788.8,27.472,173.8,153.47,936.130603242146,1583.0,1856.15,,,,,,,2.536,,,,,,,,,,,,,101.325,NBS Tables,,,A,7601-54-9,,,,,,,,,,,,,
Na,phosphate,Sodium trimetaphosphate,Na3P3O9,Na3P3O9,anhydrous,,amorphous,,305.8854,,-3623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,pyrophosphate,Sodium pyrophosphate,Na4P2O7,Na4P2O7,anhydrous,,solid,,265.9026,-3163.9,-3188.0,-2969.3,42.593,270.29,241.12,906.7982035527295,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,phosphate,,Na4P4O12,Na4P4O12,anhydrous,,solid,,407.8472,,-4862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,phosphate,,Na5P3O10,Na5P3O10,anhydrous,,solid,"form I, quenched",367.8644,-4366.3,-4399.1,-4093.9,58.869,381.79,327.02,888.9688700510296,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,phosphate,,Na5P3O10,Na5P3O10,anhydrous,,solid,form II,367.8644,-4375.46,-4409.9,-4100.2,57.2,365.56,325.18,883.967026980594,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,phosphate,,NaH2PO2,NaH2PO2,anhydrous,,solid,,87.9784,,-838.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,metaphosphate,,NaH2PO3,NaH2PO3,anhydrous,,solid,,103.9778,,-1205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,phosphate,,NaH2PO4,NaH2PO4,anhydrous,,solid,,119.9772,-1519.04,-1536.8,-1386.1,19.87,127.49,116.86,974.0183968287308,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,pyrophosphate,,NaH3P2O7,NaH3P2O7,anhydrous,,solid,,199.9572,,-2511.78,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,metaphosphate,,Na2HPO3,Na2HPO3,anhydrous,,solid,,125.9596,,-1409.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,phosphate,,Na2HPO4,Na2HPO4,anhydrous,,solid,,141.959,-1731.84,-1748.1,-1608.2,23.623,150.5,135.31,953.1625328439902,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,phosphate,,Na2H2P2O5,Na2H2P2O5,anhydrous,,solid,,189.9402,,-2105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,pyrophosphate,,Na2H2P2O7,Na2H2P2O7,anhydrous,,solid,,221.939,-2736.59,-2764.8,-2522.4,34.242,220.2,198.15,892.8128900283411,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,pyrophosphate,,Na3HP2O7,Na3HP2O7,anhydrous,,solid,,243.9208,,-2965.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbide,sodium carbide,Na2C2,Na2C2,anhydrous,,solid,,70.002,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbonate,Sodium carbonate,Na2CO3,Na2CO3,anhydrous,,solid,G-H-S constraint has been relaxed; see Introduction.,105.989,-1124.49,-1130.68,-1044.44,20.748,134.98,112.3,1059.5439149345686,851.0,1124.15,,,400.0,,,,2.532,,,,,,,,,,,,,101.325,NBS Tables,,,A,497-19-8,,,,,,,,,,,,,
Na,oxide,oxalate,Na2C2O4,Na2C2O4,anhydrous,,solid,,133.9996,,-1318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbide,sodium acetylide,NaHC2,NaHC2,anhydrous,,solid,,48.0202,,103.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbonate,,NaHCO3,NaHCO3,anhydrous,,solid,G-H-S constraint has been relaxed; see Introduction.,84.0072,-942.03,-950.81,-851.0,15.94,101.7,87.61,1042.8868001790322,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,bioxalate,NaHC2O4,NaHC2O4,anhydrous,,solid,,112.0178,,-1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,nitride,,NaCN,NaCN,anhydrous,,solid,"cr I, cubic",49.0077,-94.39,-87.49,-76.43,18.744,115.6,70.37,1435.8968080526122,563.89,837.04,1496.11,1769.2599999999998,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,143-33-9,,8929.0,"White cubic crystals; WHITE SOLID IN FORM OF GRANULES, FLAKES, OR EGGS (RESEMBLING CHICKEN EGGS); White, granular or crystalline solid.",,"greater than or equal to 100 mg/mL at 68 °F (NTP, 1992); 48 G/100 CC WATER @ 10 °C; 82 G/100 CC WATER @ 35 °C; Slightly sol in alcohol; Solubility in water, g/l at 20Â °C: 480-520 (freely soluble); (77 °F): 58%",AQ SOLN ... RAPIDLY DECOMPOSES ON STANDING.; Aqueous solutions of sodium cyanide are slightly hydrolyzed (Kh= 2.5X10-5) at ordinary temperatures to produce hydrogen cyanide.,,563.89,1496.11,,,,
Na,nitride,,NaCN,NaCN,anhydrous,,solid,"cr II, orthorhombic",49.0077,,-90.75,,,,,,563.89,837.04,1496.11,1769.2599999999998,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,143-33-9,,8929.0,"White cubic crystals; WHITE SOLID IN FORM OF GRANULES, FLAKES, OR EGGS (RESEMBLING CHICKEN EGGS); White, granular or crystalline solid.",,"greater than or equal to 100 mg/mL at 68 °F (NTP, 1992); 48 G/100 CC WATER @ 10 °C; 82 G/100 CC WATER @ 35 °C; Slightly sol in alcohol; Solubility in water, g/l at 20Â °C: 480-520 (freely soluble); (77 °F): 58%",AQ SOLN ... RAPIDLY DECOMPOSES ON STANDING.; Aqueous solutions of sodium cyanide are slightly hydrolyzed (Kh= 2.5X10-5) at ordinary temperatures to produce hydrogen cyanide.,,563.89,1496.11,,,,
Na,oxide,,NaCN·1/2H2O,NaCN·1/2H2O,anhydrous,,solid,,58.0154,,-235.77,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaCNO,NaCNO,anhydrous,,solid,,65.0071,,-405.39,-358.1,,96.7,86.6,1332.162179208117,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfide,,NaCNS,NaCNS,anhydrous,,solid,,81.0717,,-170.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfide,,NaCNS·2SO2,NaCNS·2SO2,anhydrous,,solid,,209.1973,,-851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2SiO3,Na2SiO3,anhydrous,,solid,,122.0638,,-1554.9,-1462.8,,113.85,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2Si2O5,Na2Si2O5,anhydrous,,solid,stable up to 951K; formerly β,182.1486,,-2467.7,-2322.0,,164.05,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2Si2O5,Na2Si2O5,anhydrous,,solid,,182.1486,,-2465.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2Si2O5,Na2Si2O5,anhydrous,,solid,951K to m.pt.(1147K); formerly α unstable,182.1486,,-2457.18,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na4SiO4,Na4SiO4,anhydrous,,solid,,184.0428,,,,,195.64,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na6Si2O7,Na6Si2O7,anhydrous,,solid,,306.1066,,-3632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,fluoride,,Na2SiF6,Na2SiF6,anhydrous,,solid,,188.056,-2919.93,-2909.6,-2754.2,32.22,207.1,187.07,994.7568809290848,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,16893-85-9,,28127.0,"WHITE GRANULAR POWDER; White, hexagonal crystals.; White, crystalline powder.; White, free-flowing powder.",,"SOL IN 150 PARTS COLD, 40 PARTS BOILING WATER; INSOL IN ALCOHOL; Insoluble in ethanol.; In water, 0.64 g/100 g at 20 °C, 0.76 g/100 g at 25 °C, 1.27 g/100 g at 50 °C, 2.45 g/100 g at 100 °C.; Solubility in water, g/100ml at 20Â °C: 0.76 (poor)",,,,,,,,
Na,borate,Sodium metaborate,NaBO2,NaBO2,anhydrous,,solid,,65.7996,-972.28,-977.0,-920.7,11.632,73.51,65.94,1002.133751572958,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,borate,,NaB3O5,NaB3O5,anhydrous,,solid,,135.4198,,-2301.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,borate,Sodium tetraborate,Na2B4O7,Na2B4O7,anhydrous,,solid,,201.2194,-3273.39,-3291.1,-3096.0,30.384,189.54,186.77,928.1908205670028,743.0,1016.15,,,,,,,2.367,,,,,,,,,,,,,101.325,NBS Tables,,,A,1330-43-4,,,,,,,,,,,,,
Na,borate,Sodium tetraborate,Na2B4O7,Na2B4O7,anhydrous,,amorphous,,201.2194,,-3271.1,-3076.8,,192.9,,,743.0,1016.15,,,,,,,2.367,,,,,,,,,,,,,101.325,NBS Tables,,,A,1330-43-4,,,,,,,,,,,,,
Na,borate,,Na2O·3B2O3,Na2O·3B2O3,anhydrous,,solid,,270.8396,,-4603.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,borate,,Na2O·3B2O3,Na2O·3B2O3,anhydrous,,amorphous,,270.8396,,-4569.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,borate,,Na2O·4B2O3,Na2O·4B2O3,anhydrous,,solid,,340.4598,,-5912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
