cation,anion_family,compound_name,formula,base_formula,hydration,hydration_formula,phase_at_25C,state_description,molar_mass_g_per_mol,DfH0_kJ_per_mol,DfH_298K_kJ_per_mol,DfG_298K_kJ_per_mol,H_H0_298K_kJ_per_mol,S_298K_J_per_molK,Cp_298K_J_per_molK,Cp_mass_J_per_kgK_298K,Tm_C,Tm_K,Tb_C,Tb_K,Td_C,Hfus_kJ_per_mol,Hvap_kJ_per_mol,Hsub_kJ_per_mol,density_g_per_cm3,thermal_conductivity_W_per_mK,viscosity_mPa_s,hardness_Mohs,stability_range_C_min,stability_range_C_max,decomposition_products,Cp_equation_type,Cp_coeff_a,Cp_coeff_b,Cp_coeff_c,Cp_temp_range_K_min,Cp_temp_range_K_max,pressure_kPa,source_thermodynamic,source_physical_properties,source_transition_temps,data_quality,CAS,notes,CID_pubchem,color,odor,solubility,stability,toxicity_hazard,Tm_C_pubchem,Tb_C_pubchem,Td_C_pubchem,density_pubchem,flash_point_C,vapor_pressure_mmHg
Cu,sulfate,,Cu2SO4,Cu2SO4,anhydrous,,solid,,223.1416,,-751.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,17599-81-4,,134737.0,,,,,,,,,,,
Cu,sulfate,,CuO·CuSO4,CuO·CuSO4,anhydrous,,solid,,239.141,,-936.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,sulfate,antlerite,CuSO4·2Cu(OH)2,CuSO4·2Cu(OH)2,anhydrous,,solid,,354.7112,,,-1446.6,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,sulfate,brochantite,CuSO4·3Cu(OH)2,CuSO4·3Cu(OH)2,anhydrous,,solid,,452.266,,,-1817.7,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,nitride,,CuN3,CuN3,anhydrous,,solid,,105.5601,,279.1,344.8,,100.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,nitride,,Cu3N,Cu3N,anhydrous,,solid,,204.6267,,74.5,,,,92.0,449.59919697673865,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,pyrophosphate,,Cu2P2O7,Cu2P2O7,anhydrous,,solid,,301.0234,,,-1874.3,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,phosphate,,Cu3(PO4)2,Cu3(PO4)2,anhydrous,,solid,,380.5628,,,-2051.3,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,chloride,,CuCl·PH3,CuCl·PH3,anhydrous,,solid,,132.9908,,-183.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,chloride,,CuCl·2PH3,CuCl·2PH3,anhydrous,,solid,,166.9886,,-214.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,oxide,oxalate,CuC2O4,CuC2O4,anhydrous,,solid,,151.56,,,-661.8,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,carbonate,malachite,CuCO3·Cu(OH)2,CuCO3·Cu(OH)2,anhydrous,,solid,,221.1042,,-1051.4,-893.6,,186.2,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,nitride,,CuCN,CuCN,anhydrous,,solid,,89.5579,,96.2,111.3,,84.5,,,474.0,747.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,544-92-3,,11009.0,"White monoclinic prisms or green orthorhombic crystals; White to cream-colored powder, colorless or dark green orthorhombic crystals or dark red monoclinic crystals; Pale cream powder",,"Practically insol in water, alcohol, cold dil acids; sol in ammonium hydroxide, sol in alkali cyanide solutions because of formation of stable cyanocuprate(I) ions; Soluble in potassium cyanide solution; insoluble in water and ethanol; Soluble in sodium ... cyanide, hydrochloric acid ... .",,,474.0,,,,,
Cu,sulfide,cuprous fulminate,CuONC,CuONC,anhydrous,,solid,,105.5573,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,sulfide,,CuCNS,CuCNS,anhydrous,,solid,,121.6219,,,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,oxide,,CuAl2O4,CuAl2O4,anhydrous,,solid,,181.5006,,-1812.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,oxide,,Cu2Al2O4,Cu2Al2O4,anhydrous,,solid,,245.0406,,-1874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,oxide,Nickel(II) oxide,NiO,NiO,anhydrous,,solid,,74.7094,-237.2,-239.7,-211.7,6.7,37.99,44.31,593.0980572725788,1957.0,2230.15,,,,49.0,,,6.67,,,,,,,,,,,,,101.325,NBS Tables,,,A,1313-99-1,,,,,,,,,,,,,
Ni,oxide,,Ni2O3,Ni2O3,anhydrous,,solid,,165.4182,,-489.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,fluoride,Nickel(II) fluoride,NiF2,NiF2,anhydrous,,solid,,96.7068,-649.27,-651.4,-604.1,11.418,73.6,64.06,662.4146388878548,1000.0,1273.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,10028-18-9,,24825.0,Yellowish to green tetragonal crystals (Rutile type); A light yellow colored powder,,"Insoluble in ethanol and ethyl ether; Insol in alcohol, ether; 4 g/100 ml water @ 25 °C; Sol in aq hydrogen fluoride; insol in anhydrous hydrogen fluoride",,,1000.0,,,,,
Ni,chloride,Nickel(II) chloride,NiCl2,NiCl2,anhydrous,,solid,,129.616,-305.754,-305.332,-259.032,14.385,97.65,71.67,552.9409949388964,1001.0,1274.15,973.0,1246.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7718-54-9,,24385.0,Yellow scales; ... golden yellow; Brown scales; Golden yellow,,"Green, deliquescent crystals or crystal powder, monoclinic, structure reported to be trans-(NiCl2(H2O)4.2H2O, sol in about one part water, in alcohol /Hexahydrate/; Green scales, sol in water, alcohol, and ammonium hydroxide /Hexahydrate/; Soluble in ethanol and ammonium hydroxide, insoluble in ammonia; 64.2 g/100 cc water @ 20 °C; 87.6 g/100 cc water @ 100 °C; SOL IN ETHANOL & AMMONIUM HYDROXIDE; For more Solubility (Complete) data for NICKEL CHLORIDE (8 total), please visit the HSDB record page.",,,1001.0,973.0,,,,
Ni,sulfide,Nickel(II) sulfide,NiS,NiS,anhydrous,,solid,,90.774,,-82.0,-79.5,,52.97,47.11,518.9812060722232,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,516-12-1,,120273.0,,,,,,,,,,,
Ni,sulfide,Nickel(II) sulfide,NiS,NiS,anhydrous,,solid,precipitated,90.774,,-77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,516-12-1,,120273.0,,,,,,,,,,,
Ni,sulfide,,Ni3S2,Ni3S2,anhydrous,,solid,,240.258,,-202.9,-197.1,,133.9,117.65,489.6819252636749,790.0,1063.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,12035-72-2,,25199732.0,Hexagonal crystals,,"less than 1 mg/mL at 70.7 °F (NTP, 1992); INSOL IN COLD WATER; SOL IN NITRIC ACID; Solubility in water, mg/l at 37Â °C: 517 (practically insoluble)",,,790.0,,,,,
Ni,sulfide,,Ni6S5,Ni6S5,anhydrous,,solid,,512.58,,-441.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,sulfide,,Ni7S6,Ni7S6,anhydrous,,solid,,603.354,,-558.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,sulfate,Nickel(II) sulfate,NiSO4,NiSO4,anhydrous,,solid,,154.7716,,-872.91,-759.7,,92.0,138.0,891.63645009808,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,sulfate,,NiSO4·3Ni(OH)2,NiSO4·3Ni(OH)2,anhydrous,,solid,,432.946,,-2449.3,-2167.5,,623.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,nitride,,Ni3N,Ni3N,anhydrous,,solid,,190.1367,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,sulfate,,Ni(N2H4)3SO4,Ni(N2H4)3SO4,anhydrous,,solid,,250.9078,,,-480.8,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,pyrophosphate,,Ni2P2O7,Ni2P2O7,anhydrous,,solid,,291.3634,,,-2083.1,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,phosphate,,Ni3(PO4)2,Ni3(PO4)2,anhydrous,,solid,,366.0728,,,-2353.0,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,carbide,,Ni3C,Ni3C,anhydrous,,solid,,188.1412,,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,carbonate,Nickel(II) carbonate,NiCO3,NiCO3,anhydrous,,solid,,118.7194,,,-612.5,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,oxide,oxalate,NiC2O4,NiC2O4,anhydrous,,solid,,146.73,,-856.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,borate,,Ni(BO2)2,Ni(BO2)2,anhydrous,,solid,,144.3296,,,-1453.0,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,borate,,Ni(OH)2·2H3BO3,Ni(OH)2·2H3BO3,anhydrous,,solid,,216.3912,,,-2525.6,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,oxide,,NiAl2O4,NiAl2O4,anhydrous,,solid,,176.6706,,-1915.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,oxide,wustite,FeO0.947O,FeO0.947O,anhydrous,,solid,,68.8865,-267.15,-266.27,-245.12,9.46,57.49,48.12,698.5403526090017,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,oxide,Iron(II) oxide,FeO,FeO,anhydrous,,solid,,71.8464,,-272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,oxide,hematite,Fe2O3,Fe2O3,anhydrous,,solid,,159.6922,-817.8,-824.2,-742.2,15.56,87.4,103.85,650.3135406738713,1539.0,1812.15,,,,,,,5.242,,,,,,,,,,,,,101.325,NBS Tables,,,A,1309-37-1,,14833.0,"Brilliant black to blackish red or brick red mineral, brown to cherry red streak and metallic to dull luster /Hematite, red/; Red-brown hexagonal crystals",,"Insol in water; sol in hydrochloric acid, sulfuric acid; slightly sol in nitric acid",,,1565.0,,,,,
Fe,oxide,magnetite,Fe3O4,Fe3O4,anhydrous,,solid,,231.5386,-1112.11,-1118.4,-1015.4,24.56,146.4,143.43,619.4647458350357,1597.0,1870.15,,,,,,,5.17,,,,,,,,,,,,,101.325,NBS Tables,,,A,1317-61-9,,,,,,,,,,,,,
Fe,fluoride,Iron(II) fluoride,FeF2,FeF2,anhydrous,,solid,,93.8438,-710.74,-711.3,-668.6,12.757,86.99,68.12,725.887059134434,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,522690.0,,,,,,,,,,,
Fe,chloride,Iron(II) chloride,FeCl2,FeCl2,anhydrous,,solid,,126.753,-344.398,-341.79,-302.3,16.272,117.95,76.65,604.7194149250905,677.0,950.15,1023.0,1296.15,,43.0,,,3.16,,,,,,,,,,,,,101.325,NBS Tables,,,A,7758-94-3,,,,,,,,,,,,,
Fe,chloride,Iron(III) chloride,FeCl3,FeCl3,anhydrous,,solid,,162.206,-400.944,-399.49,-334.0,19.707,142.3,96.65,595.8472559584726,307.0,580.15,315.0,588.15,,40.0,,,2.898,,,,,,,,,,,,,101.325,NBS Tables,,,A,7705-08-0,,,,,,,,,,,,,
Fe,chloride,,FeOCl,FeOCl,anhydrous,,solid,,107.2994,,-377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,chloride,,FeBrCl2,FeBrCl2,anhydrous,,solid,,206.662,,-348.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,sulfide,,Fe1.000S,Fe1.000S,anhydrous,,solid,"iron-rich pyrrhotite, α",87.911,-100.46,-100.0,-100.4,9.351,60.29,50.54,574.8996143827279,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,sulfide,Iron(II) disulfide,FeS2,FeS2,anhydrous,,solid,pyrite,119.975,-174.56,-178.2,-166.9,9.632,52.93,62.17,518.1912898520525,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,sulfide,Iron(II) disulfide,FeS2,FeS2,anhydrous,,solid,markasite,119.975,,-154.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,sulfide,,Fe7S8,Fe7S8,anhydrous,,solid,sulphur-rich pyrrhotite,647.441,-743.41,-736.4,-748.5,73.72,485.8,398.57,615.6082175827604,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,sulfate,Iron(II) sulfate,FeSO4,FeSO4,anhydrous,,solid,,151.9086,,-928.4,-820.8,,107.5,100.58,662.1086627090236,680.0,953.15,300.0,573.15,,,,,3.65,,,,,,,,,,,,,101.325,NBS Tables,,,A,7720-78-7,,24393.0,"White orthorhombic crystals, hygroscopic",,25.6; White to yellow crystalline powder. Sol in water. Loses water @ about 300 °C; decomp @ higher temp. /Ferrous sulfate monohydrate/; Soluble in water.,"In moist air, ferrous sulfate rapidly oxidizes and becomes coated with brownish-yellow ferric sulfate... . The rate of oxidation is increased by the addition of alkali or by exposure to light.",,64.0,300.0,,,,
Fe,sulfate,Iron(III) sulfate,Fe2(SO4)3,Fe2(SO4)3,anhydrous,,solid,,399.8788,,-2581.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,nitride,Iron nitride,Fe4N,Fe4N,anhydrous,,solid,,237.3947,,-10.5,3.8,,155.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,phosphate,Iron(III) phosphate,FePO4,FePO4,anhydrous,,solid,,150.8184,,-1297.5,,,,,,,,,,,,,,3.056,,,,,,,,,,,,,101.325,NBS Tables,,,A,10045-86-0,,24861.0,,,,,,,,,,,
Fe,carbide,Iron carbide,Fe3C,Fe3C,anhydrous,,solid,"α, cementite",179.5522,,25.1,20.1,,104.6,105.9,589.8006262245743,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,carbonate,Iron(II) carbonate,FeCO3,FeCO3,anhydrous,,solid,siderite,115.8564,,-740.57,-666.67,,92.9,82.13,708.8948042576845,,,,,400.0,,,,3.944,,,,,,,,,,,,,101.325,NBS Tables,,,A,563-71-3,,115133.0,,,,,,,,,,,
Fe,oxide,,FeSiO3,FeSiO3,anhydrous,,solid,,131.9312,,-1205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,oxide,,Fe2SiO4,Fe2SiO4,anhydrous,,solid,fayalite,203.7776,,-1479.9,-1379.0,,145.2,132.88,652.08344783725,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,oxide,,FeAl2O4,FeAl2O4,anhydrous,,solid,,173.8076,,-1995.3,-1879.8,,106.3,123.55,710.8434844045945,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zn,oxide,,ZnFe2O4,ZnFe2O4,anhydrous,,solid,,241.0616,-1161.27,-1169.4,-1063.5,23.811,151.67,142.97,593.0849210326323,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,12063-19-3,,11831558.0,,,,,,,,,,,
Cu,oxide,,CuFeO2,CuFeO2,anhydrous,,solid,,151.3858,,-532.6,-479.9,,88.7,80.04,528.7153748898511,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cu,oxide,,CuFe2O4,CuFe2O4,anhydrous,,solid,,239.2316,,-965.21,-858.74,,141.0,148.62,621.2390001989704,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,37220-43-2,,16217788.0,,,,,,,,,,,
Cu,oxide,,Cu0.75Fe2.25O4,Cu0.75Fe2.25O4,anhydrous,,solid,,237.3083,,,,,151.5,151.17,637.0194384267216,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ni,oxide,,NiFe2O4,NiFe2O4,anhydrous,,solid,,234.4016,-1072.07,-1081.1,-973.1,22.066,131.8,145.6,621.1561695824602,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,oxide,Manganese(II) oxide,MnO,MnO,anhydrous,,solid,,70.9374,,-385.22,-362.9,,59.71,45.44,640.5647796507907,1945.0,2218.15,,,,,,,5.37,,,,,,,,,,,,,101.325,NBS Tables,,,A,1344-43-0,,444604.0,,,,,,,,,,,
Mn,oxide,Manganese(IV) oxide,MnO2,MnO2,anhydrous,,solid,,86.9368,,-520.03,-465.14,,53.05,54.14,622.7512399812277,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1313-13-9,,14801.0,,,Solubility in water: none,,,,,,,,
Mn,oxide,Manganese(IV) oxide,MnO2,MnO2,anhydrous,,amorphous,precipitated,86.9368,,-502.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1313-13-9,,14801.0,,,Solubility in water: none,,,,,,,,
Mn,oxide,Manganese(III) oxide,Mn2O3,Mn2O3,anhydrous,,solid,,157.8742,,-959.0,-881.1,,110.5,107.65,681.8720221543483,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,131675775.0,,,,,,,,,,,
Mn,oxide,Manganese(II III) oxide,Mn3O4,Mn3O4,anhydrous,,solid,,228.8116,,-1387.8,-1283.2,,155.6,139.66,610.3711525114985,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,11129-60-5,,160959.0,,,,,,,,,,,
Mn,fluoride,Manganese(II) fluoride,MnF2,MnF2,anhydrous,,solid,,92.9348,,,,13.01,92.26,66.78,718.5682865837125,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,24528.0,,,,,,,,,,,
Mn,chloride,Manganese(II) chloride,MnCl2,MnCl2,anhydrous,,solid,,125.844,-482.185,-481.29,-440.5,15.071,118.24,72.93,579.5270334700106,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,24480.0,,,,,,,,,,,
Mn,sulfide,Manganese(II) sulfide,MnS,MnS,anhydrous,,solid,green,87.002,,-214.2,-218.4,,78.2,49.96,574.2396726512035,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1485-00-3,,672296.0,,,,,,,,,,,
Mn,sulfide,Manganese(II) sulfide,MnS,MnS,anhydrous,,amorphous,"precipitated, pink",87.002,,-213.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1485-00-3,,672296.0,,,,,,,,,,,
Mn,sulfate,Manganese(II) sulfate,MnSO4,MnSO4,anhydrous,,solid,,150.9996,,-1065.25,-957.36,,112.1,100.5,665.5646769925219,700.0,973.15,850.0,1123.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7785-87-7,,24580.0,White orthorhombic crystals,,"Pale red, slightly efflorescent crystals; sol in about 1 part cold, 0.6 part boiling water; insol in alcohol; loses all water @ 400-450 °C. /Monohydrate/; 52 G/100 CC OF WATER @ 5 °C; 70 G/100 CC OF WATER @ 70 °C; SOL IN ALCOHOL; INSOL IN ETHER; Slightly soluble in methanol.",,,700.0,850.0,,,,
Mn,nitride,,Mn5N2,Mn5N2,anhydrous,,solid,,302.7034,,-204.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,nitride,,Mn8N2,Mn8N2,anhydrous,,solid,,467.5174,,-257.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,phosphate,,Mn3(PO4)2,Mn3(PO4)2,anhydrous,,solid,,354.7568,,-3116.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,phosphate,,MnHPO4,MnHPO4,anhydrous,,solid,,150.9174,,,-1391.1,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,carbide,,Mn3C,Mn3C,anhydrous,,solid,,176.8252,,4.6,5.4,,98.7,93.43,528.3749148876971,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,carbide,,Mn7C3,Mn7C3,anhydrous,,solid,,420.5996,,-42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,carbonate,Manganese(II) carbonate,MnCO3,MnCO3,anhydrous,,solid,natural,114.9474,,-894.1,-816.7,,85.8,81.5,709.0199517344455,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,carbonate,Manganese(II) carbonate,MnCO3,MnCO3,anhydrous,,solid,precipitated,114.9474,,-883.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,oxide,oxalate,MnC2O4,MnC2O4,anhydrous,,solid,,142.958,,-1028.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,oxide,,MnSiO3,MnSiO3,anhydrous,,solid,,131.0222,,-1320.9,-1240.5,,89.1,86.44,659.7355257353333,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,oxide,,Mn2SiO4,Mn2SiO4,anhydrous,,solid,,201.9596,,-1730.5,-1632.1,,163.2,129.87,643.0494019595999,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mn,oxide,,MnFe2O4,MnFe2O4,anhydrous,,solid,,230.6296,,-1226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cr,oxide,,CrO2,CrO2,anhydrous,,solid,,83.9948,,-598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,12018-01-8,,15972932.0,,,,,,,,,,,
Cr,oxide,Chromium(VI) oxide,CrO3,CrO3,anhydrous,,solid,,99.9942,,-589.5,,,,,,197.22,470.37,250.0,523.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1333-82-0,,14915.0,"Dark red, bipyramidal prismatic crystals, flakes or granular powder; Brown solid; Flake, ground powder form; Dark-red ... flakes or powder [Note: Often used in an aqueous solution (H2CrO4)]",,"Very soluble (NTP, 1992); Solubility in water, 61.7 g/100 cc solution at 0 °C; 67.45 g/100 cc solution at 100 °C; In water, 169 g/100 g water at 25 °C; In water, 1667 g/L (EU Method A.6 (Water Solubility)); In water, 167.299 lb/100 lb water at 70 °F; Soluble in ethyl alcohol, ethyl ether, sulfuric and nitric acids; For more Solubility (Complete) data for CHROMIC TRIOXIDE (6 total), please visit the HSDB record page.; Solubility in water, g/100ml: 61.7 (good); 63%",Stable under recommended storage conditions.; Trivalent chromium is the most stable oxidation state and hexavalent chromium is the second most stable state. /Trivalent and hexavalent chromium/,,197.22,250.0,,,,
Cr,oxide,Chromium(III) oxide,Cr2O3,Cr2O3,anhydrous,,solid,,151.9902,,-1139.7,-1058.1,,81.2,118.74,781.2345795978952,2435.0,2708.15,4000.0,4273.15,,125.0,,,5.22,,,,,,,,,,,,,101.325,NBS Tables,,,A,1308-38-9,,,,,,,,,,,,,
Cr,oxide,,Cr3O4,Cr3O4,anhydrous,,solid,,219.9856,,-1531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cr,fluoride,,CrF2,CrF2,anhydrous,,solid,,89.9928,,-778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cr,fluoride,Chromium(III) fluoride,CrF3,CrF3,anhydrous,,solid,,108.9912,-1155.7,-1159.0,-1088.0,14.046,93.89,78.74,722.4436468265327,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7788-97-8,,522687.0,,,,,,,,,,,
Cr,fluoride,,CrF4,CrF4,anhydrous,,solid,,127.9896,,-1247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cr,chloride,,CrCl2,CrCl2,anhydrous,,solid,,122.902,-397.19,-395.4,-356.0,15.033,115.31,71.17,579.0792664073815,824.0,1097.15,1300.0,1573.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,10049-05-5,,24871.0,"Lustrous needles or fused, fibrous mass; White deliquescent needles; Gives blue solution when dissolved in water",,Very soluble in water; Insoluble in alcohol and ether; Solubility in water: very good,"STABLE IN DRY AIR BUT OXIDIZES RAPIDLY IF MOIST; Hygroscopic; above 38 °C changes to isomeric green modification; loses 1 H2O, forming trihydrate at 51 °C; absorbs O2 even when dry, forming greenish-black oxychloride; on standing in solution it is oxidized by water with liberation of hydrogen. /Tetrahydrate/; Stable under recommended storage conditions.",,824.0,1300.0,,,,
